left_out_block,n_cells_left_out,converged,strong_beta,strong_odds_ratio,strong_ci_low,strong_ci_high
280018,25,True,1.793529073406928,6.0106270251140534,4.544110008056263,7.950431915376313
280019,24,True,1.7957324139350725,6.023885083883486,4.553875379645708,7.9684199673152
280020,25,True,1.7996211159489368,6.047355783642187,4.5711815391991815,8.00023181322992
280021,25,True,1.7959500041102097,6.025195964706116,4.554840717770316,7.9701988856554085
280022,25,True,1.7955675804382987,6.022892227671174,4.553140638126957,7.967078917435882
280023,25,True,1.793322944520283,6.009388188941675,4.543137790158784,7.948855630929377
280024,25,True,1.7940051358178462,6.013489139925343,4.546173868611834,7.954392568589124
280025,25,True,1.792849727057799,6.006545114261171,4.541008653439959,7.945059559030806
280026,25,True,1.793914575010479,6.012944578152087,4.545757845918261,7.953679831932409
280027,25,True,1.7927458393819804,6.005921140661696,4.540517726872124,7.944267794478094
280028,25,True,1.7930711084542188,6.007874998806643,4.541961174886125,7.946911171514116
280029,18,True,1.793408916672729,6.009904851188127,4.543472118496234,7.94963749712389
290002,1,True,1.7949237428268063,6.019015711182503,4.550299051651466,7.961795416130546
290003,23,True,1.7935197497300823,6.010570984231285,4.544202314486594,7.950122168045391
290004,25,True,1.7940012133163594,6.013465552051513,4.5462797162953255,7.954144971787553
290005,25,True,1.793963385034461,6.01323807728394,4.546110296302685,7.953839616145107
290006,25,True,1.7968830264564741,6.030820230556661,4.558834556275304,7.978090058834565
290007,25,True,1.7942203229155511,6.014783304439203,4.547216389911283,7.955992215287211
290008,24,True,1.793277230133419,6.00911347972432,4.5430840344747745,7.948222955637917
290009,25,True,1.7951693171388456,6.0204940083334035,4.551349236236435,7.963868783304125
290010,25,True,1.7934615176589495,6.01022098642483,4.543863063556783,7.949789815493645
290011,25,True,1.7930864621731009,6.007967242738594,4.542206983338725,7.946725132126862
290012,25,True,1.79405881070591,6.013811921944368,4.546468065139783,7.954731742167924
290013,25,True,1.7956973478682203,6.023673853629953,4.553693384902747,7.96817959136264
290014,25,True,1.7932974674839959,6.009235089490991,4.543097635784232,7.94852086742272
290015,25,True,1.7935991869771064,6.011048466407999,4.544417200996538,7.951009352218471
290016,25,True,1.7952734521515854,6.021120985198217,4.551829960499801,7.964686342196663
290017,25,True,1.7935124510076292,6.010527114901983,4.5440166139545735,7.9503310106808325
290018,25,True,1.7945005812464991,6.016469233805959,4.548399068745834,7.958383047359739
290019,25,True,1.7955290924448577,6.022660423095495,4.552964373153649,7.966774083671647
290020,25,True,1.8000638935004079,6.050034009914422,4.573254204313696,8.00369056384307
290021,25,True,1.7975419226603329,6.034795224523137,4.561999035683764,7.983069070611654
290022,25,True,1.7954115795370198,6.021952724338941,4.5524623685884,7.965780203784019
290023,25,True,1.7939579957614584,6.013205670389637,4.545950046803879,7.954034263933046
290024,25,True,1.7935594730755737,6.010809748961329,4.544154847443039,7.950836855513083
290025,25,True,1.7931613883644015,6.00841741370614,4.5423534670941095,7.947659749258174
290026,25,True,1.794913385671217,6.018953371623118,4.550227063462421,7.96175645401888
290027,25,True,1.7930572584533475,6.007791790308895,4.541863682139977,7.946861623706165
290028,24,True,1.7942185357971627,6.014772555318962,4.547082713881382,7.956197669722433
